Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 2000-0-0 0:1:8.320	-0.0156	-0.0156	0.9985	0.0	0.0	0.0	-0.599	1.049	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00806	0.00821	0.00546
 2000-0-0 0:1:8.340	-0.0166	-0.0151	0.9985	0.0	0.0	0.0	-0.599	1.049	0.615	29.66	None	None	None	None	None	None	None	0.99988	-0.00806	0.00821	0.00546
 2000-0-0 0:1:8.360	-0.0176	-0.0156	0.998	0.0	0.0	0.0	-0.599	1.049	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00806	0.00821	0.00546
 2000-0-0 0:1:8.380	-0.0171	-0.0151	0.998	0.0	0.0	0.0	-0.599	1.049	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00806	0.00821	0.00546
 2000-0-0 0:1:8.400	-0.0161	-0.0156	0.9985	0.0	0.0	0.0	-0.599	1.049	0.615	29.66	None	None	None	None	None	None	None	0.99988	-0.00806	0.00821	0.00546
 2000-0-0 0:1:8.420	-0.0146	-0.0166	0.999	0.0	0.0	0.0	-0.599	1.049	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00806	0.00821	0.00546
 2000-0-0 0:1:8.440	-0.0151	-0.0166	0.9985	0.0	0.0	0.0	-0.599	1.049	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00806	0.00821	0.00546
 2000-0-0 0:1:8.460	-0.0161	-0.0161	0.9985	0.0	0.0	0.0	-0.599	1.049	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00806	0.00821	0.00546
 2000-0-0 0:1:8.480	-0.0176	-0.0161	0.9985	0.0	0.0	0.0	-0.599	1.049	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00806	0.00821	0.00546
 2000-0-0 0:1:8.500	-0.0171	-0.0156	0.998	0.0	0.0	0.0	-0.599	1.049	0.615	29.68	None	None	None	None	None	None	None	0.99988	-0.00806	0.00821	0.00546
 2000-0-0 0:1:8.520	-0.0171	-0.0156	0.998	0.0	0.0	0.0	-0.599	1.049	0.615	29.67	None	None	None	None	None	None	None	0.99988	-0.00806	0.00821	0.00546
 2000-0-0 0:1:8.540	-0.0161	-0.0156	0.9985	0.0	0.0	0.0	-0.599	1.049	0.615	29.59	None	None	None	None	None	None	None	0.99988	-0.00806	0.00821	0.00546
 2000-0-0 0:1:8.560	-0.0161	-0.0161	0.999	0.0	0.0	0.0	-0.599	1.049	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00806	0.00821	0.00546
 2000-0-0 0:1:8.580	-0.0161	-0.0161	0.9985	0.0	0.0	0.0	-0.599	1.049	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00806	0.00821	0.00546
 2000-0-0 0:1:8.600	-0.0166	-0.0161	0.9985	0.0	0.0	0.0	-0.599	1.049	0.615	29.66	None	None	None	None	None	None	None	0.99988	-0.00806	0.00821	0.00546
 2000-0-0 0:1:8.620	-0.0176	-0.0161	0.998	0.0	0.0	0.0	-0.599	1.049	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00806	0.00821	0.00546
 2000-0-0 0:1:8.640	-0.0176	-0.0156	0.999	0.0	0.0	0.0	-0.599	1.049	0.615	29.66	None	None	None	None	None	None	None	0.99988	-0.00806	0.00821	0.00546
 2000-0-0 0:1:8.660	-0.0161	-0.0171	0.9985	0.0	0.0	0.0	-0.599	1.049	0.615	29.66	None	None	None	None	None	None	None	0.99988	-0.00809	0.00821	0.00546
 2000-0-0 0:1:8.680	-0.0161	-0.0166	0.999	0.0	0.0	0.0	-0.599	1.049	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00809	0.00821	0.00546
 2000-0-0 0:1:8.700	-0.0156	-0.0161	0.9985	0.0	0.0	0.0	-0.599	1.049	0.615	29.66	None	None	None	None	None	None	None	0.99988	-0.00809	0.00821	0.00546
 2000-0-0 0:1:8.720	-0.0161	-0.0151	0.998	0.0	0.0	0.0	-0.599	1.049	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00809	0.00821	0.00546
 2000-0-0 0:1:8.740	-0.0166	-0.0151	0.999	0.0	0.0	0.0	-0.599	1.049	0.615	29.68	None	None	None	None	None	None	None	0.99988	-0.00809	0.00821	0.00546
 2000-0-0 0:1:8.760	-0.0176	-0.0151	0.9985	0.0	0.0	0.0	-0.599	1.049	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00809	0.00821	0.00546
 2000-0-0 0:1:8.780	-0.0171	-0.0151	0.9985	0.0	0.0	0.0	-0.599	1.049	0.615	29.66	None	None	None	None	None	None	None	0.99988	-0.00809	0.00821	0.00546
 2000-0-0 0:1:8.800	-0.0166	-0.0151	0.999	0.0	0.0	0.0	-0.599	1.049	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00809	0.00821	0.00546
 2000-0-0 0:1:8.820	-0.0161	-0.0161	0.9985	0.0	0.0	0.0	-0.599	1.049	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00809	0.00821	0.00546
 2000-0-0 0:1:8.840	-0.0161	-0.0166	0.9985	0.0	0.0	0.0	-0.599	1.049	0.615	29.66	None	None	None	None	None	None	None	0.99988	-0.00809	0.00821	0.00546
 2000-0-0 0:1:8.860	-0.0166	-0.0171	0.9985	0.0	0.0	0.0	-0.599	1.049	0.615	29.63	None	None	None	None	None	None	None	0.99988	-0.00809	0.00821	0.00546
 2000-0-0 0:1:8.880	-0.0166	-0.0166	0.9985	0.0	0.0	0.0	-0.599	1.049	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00809	0.00821	0.00546
 2000-0-0 0:1:8.900	-0.0171	-0.0156	0.9976	0.0	0.0	0.0	-0.599	1.049	0.615	29.62	None	None	None	None	None	None	None	0.99988	-0.00809	0.00821	0.00546
 2000-0-0 0:1:8.920	-0.0171	-0.0151	0.9985	0.0	0.0	0.0	-0.599	1.049	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00809	0.00821	0.00546
 2000-0-0 0:1:8.940	-0.0161	-0.0156	0.998	0.0	0.0	0.0	-0.599	1.049	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:8.960	-0.0156	-0.0151	0.998	0.0	0.0	0.0	-0.599	1.049	0.615	29.62	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:8.980	-0.0161	-0.0161	0.9985	0.0	0.0	0.0	-0.599	1.049	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.0	-0.0161	-0.0161	0.998	0.0	0.0	0.0	-0.599	1.049	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.20	-0.0171	-0.0166	0.9985	0.0	0.0	0.0	-0.599	1.049	0.615	29.63	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.40	-0.0176	-0.0161	0.9985	0.0	0.0	0.0	-0.599	1.049	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.60	-0.0171	-0.0156	0.998	0.0	0.0	0.0	-0.599	1.049	0.615	29.63	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.80	-0.0166	-0.0161	0.9985	0.0	0.0	0.0	-0.599	1.049	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.100	-0.0156	-0.0161	0.999	0.0	0.0	0.0	-0.599	1.049	0.615	29.63	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.120	-0.0156	-0.0161	0.998	0.0	0.0	0.0	-0.599	1.049	0.615	29.63	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.140	-0.0161	-0.0156	0.998	0.0	0.0	0.0	-0.599	1.049	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.160	-0.0161	-0.0156	0.998	0.0	0.0	0.0	-0.599	1.049	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.180	-0.0166	-0.0166	0.998	0.0	0.0	0.0	-0.599	1.049	0.615	29.66	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.200	-0.0161	-0.0156	0.9985	0.0	0.0	0.0	-0.599	1.049	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.220	-0.0156	-0.0161	0.9985	0.0	0.0	0.0	-0.599	1.049	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.240	-0.0161	-0.0161	0.9985	0.0	0.0	0.0	-0.599	1.049	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.260	-0.0171	-0.0161	0.9985	0.0	0.0	0.0	-0.599	1.049	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.280	-0.0166	-0.0161	0.998	0.0	0.0	0.0	-0.599	1.049	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.300	-0.0171	-0.0166	0.998	0.0	0.0	0.0	-0.599	1.049	0.615	29.63	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.320	-0.0171	-0.0166	0.9985	0.0	0.0	0.0	-0.599	1.049	0.615	29.66	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.340	-0.0166	-0.0156	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.360	-0.0161	-0.0161	0.998	0.0	0.0	0.0	-0.604	1.055	0.615	29.63	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.380	-0.0161	-0.0156	0.998	0.0	0.0	0.0	-0.604	1.055	0.615	29.66	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.400	-0.0161	-0.0156	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.66	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.420	-0.0166	-0.0161	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.440	-0.0166	-0.0161	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.66	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.460	-0.0166	-0.0156	0.998	0.0	0.0	0.0	-0.604	1.055	0.615	29.63	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.480	-0.0166	-0.0156	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.63	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.500	-0.0156	-0.0161	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.520	-0.0161	-0.0161	0.999	0.0	0.0	0.0	-0.604	1.055	0.615	29.66	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.540	-0.0161	-0.0161	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.560	-0.0166	-0.0156	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.580	-0.0166	-0.0161	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.600	-0.0171	-0.0161	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.620	-0.0161	-0.0161	0.998	0.0	0.0	0.0	-0.604	1.055	0.615	29.67	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.640	-0.0166	-0.0161	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.660	-0.0161	-0.0161	0.999	0.0	0.0	0.0	-0.604	1.055	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.680	-0.0161	-0.0156	0.999	0.0	0.0	0.0	-0.604	1.055	0.615	29.66	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.700	-0.0171	-0.0161	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.720	-0.0161	-0.0161	0.998	0.0	0.0	0.0	-0.604	1.055	0.615	29.66	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.740	-0.0166	-0.0161	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.62	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.760	-0.0161	-0.0161	0.999	0.0	0.0	0.0	-0.604	1.055	0.615	29.66	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.780	-0.0161	-0.0161	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.800	-0.0156	-0.0156	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.63	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.820	-0.0166	-0.0156	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.840	-0.0166	-0.0161	0.998	0.0	0.0	0.0	-0.604	1.055	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.860	-0.0171	-0.0161	0.998	0.0	0.0	0.0	-0.604	1.055	0.615	29.66	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.880	-0.0166	-0.0156	0.998	0.0	0.0	0.0	-0.604	1.055	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.900	-0.0166	-0.0156	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.67	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.920	-0.0166	-0.0161	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.940	-0.0156	-0.0161	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.62	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.960	-0.0166	-0.0161	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:9.980	-0.0181	-0.0161	0.9976	0.0	0.0	0.0	-0.604	1.055	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:10.0	-0.0171	-0.0156	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:10.20	-0.0171	-0.0156	0.999	0.0	0.0	0.0	-0.604	1.055	0.615	29.63	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:10.40	-0.0156	-0.0156	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:10.60	-0.0161	-0.0156	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.62	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:10.80	-0.0156	-0.0161	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:10.100	-0.0176	-0.0156	0.998	0.0	0.0	0.0	-0.604	1.055	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00809	0.00824	0.00546
 2000-0-0 0:1:10.120	-0.0171	-0.0161	0.998	0.0	0.0	0.0	-0.604	1.055	0.615	29.62	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.140	-0.0171	-0.0161	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.160	-0.0166	-0.0156	0.999	0.0	0.0	0.0	-0.604	1.055	0.615	29.66	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.180	-0.0161	-0.0161	0.998	0.0	0.0	0.0	-0.604	1.055	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.200	-0.0171	-0.0161	0.998	0.0	0.0	0.0	-0.604	1.055	0.615	29.63	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.220	-0.0166	-0.0156	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.240	-0.0166	-0.0161	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.260	-0.0171	-0.0161	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.280	-0.0161	-0.0156	0.999	0.0	0.0	0.0	-0.604	1.055	0.615	29.62	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.300	-0.0161	-0.0156	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.320	-0.0166	-0.0161	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.340	-0.0171	-0.0161	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.360	-0.0176	-0.0161	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.380	-0.0166	-0.0151	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.66	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.400	-0.0161	-0.0161	0.999	0.0	0.0	0.0	-0.604	1.055	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.420	-0.0151	-0.0156	0.999	0.0	0.0	0.0	-0.604	1.055	0.615	29.66	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.440	-0.0161	-0.0156	0.998	0.0	0.0	0.0	-0.604	1.055	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.460	-0.0166	-0.0161	0.999	0.0	0.0	0.0	-0.604	1.055	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.480	-0.0171	-0.0161	0.999	0.0	0.0	0.0	-0.604	1.055	0.615	29.66	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.500	-0.0166	-0.0161	0.998	0.0	0.0	0.0	-0.604	1.055	0.615	29.67	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.520	-0.0161	-0.0161	0.999	0.0	0.0	0.0	-0.604	1.055	0.615	29.66	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.540	-0.0146	-0.0161	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.560	-0.0171	-0.0156	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.62	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.580	-0.0161	-0.0156	0.999	0.0	0.0	0.0	-0.604	1.055	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.600	-0.0186	-0.0156	0.9976	0.0	0.0	0.0	-0.604	1.055	0.615	29.67	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.620	-0.0156	-0.0171	0.9995	0.0	0.0	0.0	-0.604	1.055	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.640	-0.0181	-0.0151	0.9971	0.0	0.0	0.0	-0.604	1.055	0.615	29.62	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.660	-0.0151	-0.0166	0.999	0.0	0.0	0.0	-0.604	1.055	0.615	29.63	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.680	-0.0161	-0.0161	0.998	0.0	0.0	0.0	-0.604	1.055	0.615	29.66	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.700	-0.0156	-0.0161	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00809	0.00827	0.00546
 2000-0-0 0:1:10.720	-0.0171	-0.0156	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.63	None	None	None	None	None	None	None	0.99988	-0.00812	0.00827	0.00546
 2000-0-0 0:1:10.740	-0.0176	-0.0156	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00812	0.00827	0.00546
 2000-0-0 0:1:10.760	-0.0166	-0.0161	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.64	None	None	None	None	None	None	None	0.99988	-0.00812	0.00827	0.00546
 2000-0-0 0:1:10.780	-0.0166	-0.0161	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00812	0.00827	0.00546
 2000-0-0 0:1:10.800	-0.0171	-0.0161	0.9985	0.0	0.0	0.0	-0.604	1.055	0.615	29.63	None	None	None	None	None	None	None	0.99988	-0.00812	0.00827	0.00546
 2000-0-0 0:1:10.820	-0.0171	-0.0156	0.9976	0.0	0.0	0.0	-0.604	1.06	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00812	0.00827	0.00546
 2000-0-0 0:1:10.840	-0.0171	-0.0161	0.998	0.0	0.0	0.0	-0.604	1.06	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00812	0.00827	0.00546
 2000-0-0 0:1:10.860	-0.0156	-0.0166	0.9985	0.0	0.0	0.0	-0.604	1.06	0.615	29.61	None	None	None	None	None	None	None	0.99988	-0.00812	0.00827	0.00546
 2000-0-0 0:1:10.880	-0.0156	-0.0161	0.9985	0.0	0.0	0.0	-0.604	1.06	0.615	29.62	None	None	None	None	None	None	None	0.99988	-0.00812	0.0083	0.00546
 2000-0-0 0:1:10.900	-0.0171	-0.0166	0.9985	0.0	0.0	0.0	-0.604	1.06	0.615	29.65	None	None	None	None	None	None	None	0.99988	-0.00812	0.0083	0.00546
