Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 2000-0-0 0:18:49.40	0.0244	-0.085	0.9951	0.0	0.0	0.0	-4.493	-1.324	4.872	28.52	None	None	None	None	None	None	None	0.99811	-0.04141	-0.01425	0.04196
 2000-0-0 0:18:49.60	0.0244	-0.085	0.9956	0.0	0.0	0.0	-4.493	-1.324	4.872	28.52	None	None	None	None	None	None	None	0.99811	-0.04141	-0.01425	0.04196
 2000-0-0 0:18:49.80	0.0239	-0.084	0.9956	0.0	0.0	0.0	-4.493	-1.324	4.872	28.47	None	None	None	None	None	None	None	0.99811	-0.04141	-0.01425	0.04196
 2000-0-0 0:18:49.100	0.0244	-0.084	0.9941	0.0	0.0	0.0	-4.493	-1.324	4.872	28.55	None	None	None	None	None	None	None	0.99811	-0.04141	-0.01425	0.04196
 2000-0-0 0:18:49.120	0.0234	-0.084	0.9951	0.0	0.0	0.0	-4.493	-1.324	4.872	28.52	None	None	None	None	None	None	None	0.99811	-0.04144	-0.01422	0.04196
 2000-0-0 0:18:49.140	0.0239	-0.0835	0.9951	0.0	0.0	0.0	-4.493	-1.324	4.872	28.44	None	None	None	None	None	None	None	0.99811	-0.04144	-0.01422	0.04196
 2000-0-0 0:18:49.160	0.0239	-0.083	0.9946	0.0	0.0	0.0	-4.493	-1.324	4.872	28.55	None	None	None	None	None	None	None	0.99811	-0.04144	-0.01422	0.04196
 2000-0-0 0:18:49.180	0.0244	-0.0835	0.9951	0.0	0.0	0.0	-4.493	-1.324	4.872	28.53	None	None	None	None	None	None	None	0.99811	-0.04144	-0.01422	0.04196
 2000-0-0 0:18:49.200	0.0249	-0.084	0.9951	0.0	0.0	0.0	-4.493	-1.324	4.872	28.5	None	None	None	None	None	None	None	0.99811	-0.04144	-0.01422	0.04196
 2000-0-0 0:18:49.220	0.0249	-0.085	0.9946	0.0	0.0	0.0	-4.493	-1.324	4.872	28.47	None	None	None	None	None	None	None	0.99811	-0.04144	-0.01422	0.04196
 2000-0-0 0:18:49.240	0.0239	-0.085	0.9956	0.0	0.0	0.0	-4.493	-1.324	4.872	28.5	None	None	None	None	None	None	None	0.99811	-0.04144	-0.01422	0.04196
 2000-0-0 0:18:49.260	0.0234	-0.085	0.9946	0.0	0.0	0.0	-4.499	-1.318	4.872	28.51	None	None	None	None	None	None	None	0.99811	-0.04144	-0.01422	0.04196
 2000-0-0 0:18:49.280	0.0239	-0.084	0.9946	0.0	0.0	0.0	-4.499	-1.318	4.872	28.44	None	None	None	None	None	None	None	0.99811	-0.04144	-0.01422	0.04196
