timestep,vel_proxy_y
695,0.02594934
696,0.03413382
697,0.04232244
698,0.04995802
699,0.04918827
700,0.04255856
701,0.03314272
702,0.02269698
703,0.02463715
704,0.01466682
705,0.01414497
706,0.01686668
707,0.02455324
708,0.03364851
709,0.03980545
710,0.03981058
711,0.03614152
712,0.03374616
713,0.03267497
714,0.03655168
715,0.03856657
716,0.03809384
717,0.03850023
718,0.03655581
719,0.03222165
720,0.03030621
721,0.02684676
722,0.02511334
723,0.02328132
724,0.02055580
725,0.01779664
726,0.01822572
727,0.02348487
728,0.02278574
729,0.02425592
730,0.02038313
731,0.01830612
732,0.01767008
733,0.01580147
734,0.01400888
735,0.01901242
736,0.02376074
737,0.03155372
738,0.04211127
739,0.04334310
740,0.04421445
741,0.04410776
742,0.04108259
743,0.03516076
744,0.03620499
745,0.03715099
746,0.03527378
747,0.04051492
748,0.04048236
749,0.03980523
750,0.03488347
751,0.03172350
752,0.02439176
753,0.02447161
754,0.02250856
755,0.02303671
756,0.04153304
757,0.06246866
758,0.05234097
759,0.01115190
760,-0.01905244
761,-0.01482570
762,0.00158147
763,0.00067538
764,0.00283738
765,0.01216413
766,0.01836620
767,0.02500306
768,0.01456920
769,0.00658665
770,-0.00801367
771,-0.02411414
772,-0.01711874
773,-0.00369845
774,-0.00227929
775,-0.00681253
776,-0.00967580
777,-0.01272798
778,-0.01604661
779,-0.01613458
780,-0.01544449
781,-0.01686826
782,-0.01715087
783,-0.01673733
784,-0.01592977
785,-0.01487780
786,-0.01103110
787,-0.00875380
788,-0.00742880
789,-0.00474661
790,0.00095444
791,0.00570171
792,0.00835244
793,0.00931753
794,0.01181377
795,0.01448634
796,0.01641816
797,0.01850315
798,0.02503894
799,0.02766658
800,0.03077533
801,0.03069150
802,0.03041308
803,0.03375003
804,0.02762476
805,0.02750555
806,0.02586980
807,0.02468079
808,0.02597798
809,0.02632163
810,0.02752691
811,0.02704968
812,0.02447467
813,0.02291024
814,0.02302061
815,0.02207314
816,0.01610674
817,0.01515031
818,0.01447448
819,0.01391046
820,0.01605414
821,0.01713868
822,0.02149038
823,0.02878494
824,0.03212039
825,0.03533711
826,0.02984914
827,0.02938950
828,0.02575145
829,0.02702898
830,0.02294180
831,0.02127356
832,0.01847775
833,0.01448328
834,0.00889152
835,0.00755208
836,0.00821412
837,0.01140286
838,0.01884676
839,0.01779237
840,0.02084946
841,0.02546641
842,0.02792176
843,0.02637143
844,0.02861953
845,0.03053957
846,0.02526996
847,0.03299859
848,0.03211948
849,0.02796975
850,0.02978919
851,0.03501415
852,0.03240940
853,0.03863451
854,0.04898398
855,0.03671616
856,-0.00262802
857,-0.02989644
858,-0.02645143
859,-0.00251242
860,0.01118856
861,0.00575926
862,-0.00256033
863,-0.00303886
864,0.00026030
865,0.00549872
866,0.01087146
867,0.00646801
868,-0.01713095
