timestep,vel_proxy_y
1632,0.01045299
1633,0.02013541
1634,0.02778113
1635,0.02183112
1636,0.00696427
1637,-0.00646961
1638,-0.01847061
1639,0.01253421
1640,0.03580026
1641,0.03559839
1642,0.02370352
1643,0.01866535
1644,0.02055490
1645,0.02125625
1646,0.00660245
1647,-0.00719090
1648,-0.01079484
1649,-0.00525218
1650,0.00273688
1651,0.00367301
1652,0.00375857
1653,0.00761035
1654,0.00858346
1655,0.00401321
1656,-0.00127092
1657,-0.00417552
1658,-0.00892588
1659,-0.00870392
1660,-0.00542188
1661,-0.00238851
1662,0.00067811
1663,0.00828976
1664,0.00674533
1665,0.01418290
1666,0.02225358
1667,0.02887889
1668,0.02995796
1669,0.03100353
1670,0.03539408
1671,0.03672255
1672,0.03630484
1673,0.03635964
1674,0.03708827
1675,0.03890828
1676,0.03860151
1677,0.04052687
1678,0.04340095
1679,0.04522890
1680,0.04385606
1681,0.04364855
1682,0.04382623
1683,0.04368333
1684,0.04376910
1685,0.04327215
1686,0.04228790
1687,0.04127329
1688,0.04071693
1689,0.03875928
1690,0.03750351
1691,0.03703193
1692,0.03457634
1693,0.03083937
1694,0.03143971
1695,0.03164201
1696,0.03032210
1697,0.02978077
1698,0.03233878
1699,0.03240756
1700,0.03422830
1701,0.03221634
1702,0.03332013
1703,0.03498721
1704,0.02898436
1705,0.03070548
1706,0.03087457
1707,0.03060221
1708,0.03393361
1709,0.03385824
1710,0.03253864
1711,0.02626043
1712,0.01878609
1713,0.01631333
1714,0.02187039
1715,0.03063337
1716,0.02826110
1717,0.01869377
1718,0.02087646
1719,0.02248881
1720,0.00992863
1721,0.00956257
1722,-0.00154712
1723,-0.02645522
1724,-0.01045512
1725,0.02051254
1726,0.02207195
1727,0.01455525
1728,0.00319796
1729,0.00153199
1730,-0.01661344
1731,-0.01632445
1732,-0.01505094
1733,-0.01725568
1734,-0.00788325
1735,-0.00178397
1736,-0.00192957
1737,-0.00325112
1738,0.00057936
1739,-0.00186973
1740,-0.00826982
1741,-0.01695667
1742,-0.02104132
1743,-0.02816436
1744,-0.02541258
1745,-0.02135018
1746,-0.02187589
1747,-0.01258207
1748,-0.00542995
1749,0.00105309
1750,0.00797612
1751,0.01038270
1752,0.02728911
1753,0.03794671
1754,0.04474489
1755,0.04846822
1756,0.04796632
1757,0.04757715
1758,0.04907230
1759,0.05115945
1760,0.05329894
1761,0.05446468
1762,0.05430731
1763,0.05561579
1764,0.05083337
1765,0.05364349
1766,0.05571764
1767,0.05725698
1768,0.05111959
1769,0.05150460
1770,0.05393822
1771,0.05638932
1772,0.05810349
1773,0.05766521
1774,0.05678690
1775,0.05845067
1776,0.06290843
1777,0.05798324
1778,0.05208712
1779,0.04541389
1780,0.04542839
1781,0.04446822
1782,0.04470749
1783,0.04632416
1784,0.04555160
1785,0.04425155
1786,0.04086597
1787,0.03900375
1788,0.03777748
1789,0.03411829
1790,0.03209510
1791,0.03027353
1792,0.02691764
1793,0.02411508
1794,0.02378114
1795,0.02281169
1796,0.02100918
1797,0.01821437
1798,0.02009192
1799,0.01927832
1800,0.01925549
1801,0.01206770
1802,0.01579151
1803,0.01915372
1804,0.01381777
1805,0.00873915
1806,0.00515243
1807,0.00380791
1808,0.00501254
1809,0.00684620
1810,0.01002477
1811,0.01457806
1812,0.02088073
1813,0.02715776
1814,0.03457060
1815,0.03991378
1816,0.04228030
1817,0.04438882
1818,0.04151262
1819,0.03853770
1820,0.04016677
1821,0.03900834
1822,0.03834281
1823,0.04024347
1824,0.03879455
1825,0.03749840
1826,0.03955646
1827,0.03767520
1828,0.04063148
1829,0.03818859
1830,0.03235234
1831,0.02450692
1832,0.02186561
1833,0.02223705
1834,0.01843793
1835,0.01639913
1836,0.03043649
1837,0.04210526
1838,0.03804110
1839,0.02744086
1840,0.00122715
1841,-0.01009395
1842,0.03217090
1843,0.04361285
1844,0.02626130
1845,0.01450064
1846,0.01801693
1847,0.02029186
1848,0.01702849
1849,0.00062408
1850,-0.01553431
1851,-0.01142308
1852,-0.00366414
1853,0.00550096
1854,0.01081526
1855,0.01415470
1856,0.00702003
1857,0.00285773
1858,-0.00085149
1859,-0.00349321
1860,-0.00674377
1861,-0.00965672
1862,-0.01217179
1863,-0.01000072
1864,-0.01291447
1865,-0.00522524
1866,0.00320452
1867,0.00674515
1868,0.00447935
1869,0.00655098
1870,0.01481243
1871,0.01700412
1872,0.01761405
1873,0.01963781
1874,0.02109845
1875,0.02555061
1876,0.03252369
1877,0.03885700
1878,0.04433502
1879,0.04621401
1880,0.04768946
1881,0.04922161
1882,0.04995826
1883,0.05008151
1884,0.05094923
1885,0.05257831
1886,0.05171813
1887,0.05122007
1888,0.05266783
1889,0.05342625
1890,0.05633455
1891,0.05964995
1892,0.06030787
1893,0.06071720
1894,0.06144818
1895,0.06160571
1896,0.06078869
1897,0.05877717
1898,0.06118934
1899,0.05807060
1900,0.05683016
1901,0.05072158
1902,0.04780752
1903,0.04679483
1904,0.03962162
1905,0.03681277
1906,0.03559701
1907,0.03440059
1908,0.03232081
1909,0.02956212
1910,0.02839699
1911,0.02744137
1912,0.02626010
1913,0.02567014
1914,0.02631871
1915,0.02690177
1916,0.02864165
1917,0.03202638
1918,0.03204258
1919,0.03121944
1920,0.03672926
1921,0.04000879
1922,0.04323055
1923,0.04758431
1924,0.04797436
1925,0.04701379
1926,0.04752833
1927,0.04455978
1928,0.04364144
1929,0.04157078
1930,0.03728594
1931,0.03287187
1932,0.03013123
1933,0.02793203
1934,0.02359607
1935,0.02742307
1936,0.02938748
1937,0.03401683
1938,0.04161778
1939,0.04359634
1940,0.04736386
1941,0.05028858
1942,0.05201593
1943,0.04713420
1944,0.04817804
1945,0.04825930
1946,0.04394971
1947,0.04705027
1948,0.04723169
1949,0.04615574
1950,0.04664449
1951,0.04505774
1952,0.04108659
1953,0.04194867
1954,0.03813813
1955,0.03947038
1956,0.04006121
1957,0.04090693
1958,0.04111527
1959,0.04092637
1960,0.04138438
1961,0.04239172
1962,0.04275059
1963,0.04775334
1964,0.04398478
1965,0.05085706
1966,0.05786857
1967,0.05632684
1968,0.04656130
1969,0.04542987
1970,0.05448183
1971,0.05388357
1972,0.05282881
1973,0.04964486
1974,0.04629210
1975,0.04437041
1976,0.04063348
1977,0.03462224
1978,0.02903757
1979,0.02405392
1980,0.02085390
1981,0.01683212
1982,0.01304109
1983,0.01007310
1984,0.00750294
1985,0.00654628
1986,0.00585166
1987,0.00533020
1988,0.00385425
1989,0.00037332
1990,-0.00113172
1991,-0.00329002
1992,-0.00369071
1993,-0.00356528
1994,-0.00299548
1995,-0.00100829
1996,-0.00031936
1997,-0.00026926
1998,0.00552051
1999,0.00686310
2000,0.00652279
2001,0.02801677
2002,0.03947126
2003,0.00502902
2004,-0.00833055
2005,0.00326053
2006,0.00074903
2007,-0.01696299
2008,-0.02920312
2009,-0.03811533
2010,-0.04663018
2011,-0.04742541
2012,-0.03840654
2013,-0.02999778
2014,-0.02889998
2015,-0.02508104
2016,-0.02640107
2017,-0.02137987
2018,-0.01553884
2019,-0.00902586
2020,-0.00081375
2021,0.00284297
2022,0.00544457
2023,0.00688590
2024,0.00726905
2025,0.00732680
2026,0.00470890
2027,0.00249469
2028,0.00080496
2029,-0.00017971
2030,-0.00537551
2031,-0.00498186
2032,-0.00371654
2033,-0.00320186
2034,-0.00385696
2035,-0.00377644
2036,-0.00492160
2037,-0.00135909
2038,0.00561173
2039,0.00769886
2040,0.00891503
2041,0.01047203
2042,0.01064754
2043,0.01033931
2044,0.01123460
2045,0.01249862
2046,0.00935154
2047,0.01386558
2048,0.01370192
2049,0.01334887
2050,0.01338655
2051,0.01872883
2052,0.02342136
2053,0.02277027
2054,0.02746889
2055,0.03168271
2056,0.03221670
2057,0.03096867
2058,0.02958242
2059,0.02798337
2060,0.02536979
2061,0.02478230
2062,0.02293777
2063,0.02643739
2064,0.02120792
2065,0.02499666
2066,0.02901733
2067,0.03945208
2068,0.03248391
2069,0.02733205
2070,0.02236324
2071,0.02751229
2072,0.02660102
2073,0.03578652
2074,0.04124990
2075,0.04064170
2076,0.04326996
2077,0.04476716
2078,0.04586475
2079,0.04760919
2080,0.04851266
2081,0.04756688
2082,0.04539776
2083,0.04465524
2084,0.04407851
2085,0.04397814
2086,0.04363127
2087,0.04360022
2088,0.04316781
2089,0.03994182
2090,0.03811762
2091,0.03813698
2092,0.03692797
2093,0.03328024
2094,0.03325680
2095,0.03368395
2096,0.03306241
2097,0.03343100
2098,0.03695124
2099,0.03889490
2100,0.04111807
2101,0.04148331
2102,0.04181746
2103,0.04561432
2104,0.03932462
2105,0.03916635
2106,0.03963704
2107,0.04012116
2108,0.04048365
2109,0.03980371
2110,0.03923679
2111,0.03908918
2112,0.03950594
2113,0.04065491
2114,0.04235912
2115,0.04161633
2116,0.03978451
2117,0.04126912
2118,0.03748471
2119,0.03409513
2120,0.03865424
2121,0.04090178
2122,0.04244093
2123,0.04362376
2124,0.04372433
2125,0.04319996
2126,0.04340445
2127,0.04376057
2128,0.04334014
2129,0.04718502
2130,0.04363126
2131,0.03899374
2132,0.03827327
2133,0.03651931
2134,0.03332468
2135,0.03384681
2136,0.03428630
2137,0.03681715
2138,0.04344075
2139,0.04175105
2140,0.04180287
2141,0.04144778
2142,0.04055067
2143,0.03768285
2144,0.03779909
2145,0.03790783
2146,0.03222353
2147,0.03908600
2148,0.03934180
2149,0.03755766
2150,0.03789311
2151,0.03560681
2152,0.03787965
2153,0.03729812
2154,0.03770574
2155,0.03974896
2156,0.03868701
2157,0.03777622
2158,0.03775340
2159,0.03777455
2160,0.03717524
2161,0.03813894
2162,0.03813469
2163,0.04047569
2164,0.03552267
2165,0.04041556
2166,0.04606641
2167,0.04718923
2168,0.03849348
2169,0.03605768
2170,0.04041285
2171,0.04013918
2172,0.04194762
2173,0.04329913
2174,0.04162094
2175,0.04158375
2176,0.03829268
2177,0.03886410
2178,0.03800765
2179,0.03950325
2180,0.03794328
2181,0.03749732
2182,0.03628352
2183,0.03528874
2184,0.03533016
2185,0.03578750
2186,0.03636093
2187,0.03642152
2188,0.03643817
2189,0.03322217
2190,0.03219794
2191,0.03308145
2192,0.03242666
2193,0.03040303
2194,0.03146916
2195,0.03192613
2196,0.03233447
2197,0.03334897
2198,0.03587489
2199,0.03546353
2200,0.03595359
2201,0.02984167
2202,0.02768159
2203,0.02651680
2204,0.02111012
2205,0.02154075
2206,0.02262510
2207,0.02082588
2208,0.02081050
2209,0.01822907
2210,0.01644847
2211,0.01562727
2212,0.01576934
2213,0.01847365
2214,0.02312066
2215,0.02800495
2216,0.02757827
2217,0.02787885
2218,0.02639384
2219,0.02460272
2220,0.02626592
2221,0.02577701
2222,0.02630560
2223,0.02621109
2224,0.02535541
2225,0.02431979
2226,0.02161749
2227,0.02357784
2228,0.02113909
2229,0.02530876
2230,0.02299205
2231,0.02171671
2232,0.02133603
2233,0.01906488
2234,0.01863376
2235,0.01873960
2236,0.02325925
2237,0.02914860
2238,0.04047882
2239,0.03898913
2240,0.03675311
2241,0.03597698
2242,0.03406507
2243,0.02989512
2244,0.03079619
2245,0.03023489
2246,0.02730499
2247,0.03212571
2248,0.03361987
2249,0.03415033
2250,0.03553648
2251,0.03319436
2252,0.03619142
2253,0.03778604
2254,0.03840970
2255,0.04020401
2256,0.04030940
2257,0.03825934
2258,0.03748496
2259,0.03697444
2260,0.03779806
2261,0.03735931
2262,0.03483935
2263,0.03530882
2264,0.02742659
2265,0.02669195
2266,0.02841125
2267,0.02919236
2268,0.02197635
2269,0.01646888
2270,0.01993217
2271,0.02053022
2272,0.02156720
2273,0.02146312
2274,0.02249204
2275,0.02570611
2276,0.02960404
2277,0.03347714
2278,0.03473668
2279,0.03325516
2280,0.03392479
2281,0.03241339
2282,0.03196821
2283,0.03541082
2284,0.03817972
2285,0.03520579
2286,0.03132826
2287,0.03095387
2288,0.03452445
2289,0.03546879
2290,0.03526059
2291,0.03851734
2292,0.04172757
2293,0.03983888
2294,0.04062910
2295,0.04077027
2296,0.03632229
2297,0.03469073
2298,0.03650780
2299,0.03368268
2300,0.03060843
2301,0.02486597
2302,0.02003639
2303,0.01875665
2304,0.01054223
2305,0.01005518
2306,0.00667056
2307,0.00262990
2308,-0.00358483
2309,-0.00735104
2310,-0.00877595
2311,-0.01011570
2312,-0.01036735
2313,-0.00732674
2314,-0.00247630
2315,0.00206064
2316,0.00580244
2317,0.00975415
2318,0.00910230
2319,0.00614185
2320,0.00877462
2321,0.00823541
2322,0.00887233
2323,0.01317556
2324,0.01686933
2325,0.01805419
2326,0.02394409
2327,0.02619762
2328,0.02745410
2329,0.02745678
2330,0.02216116
2331,0.01924989
2332,0.01952255
2333,0.01862498
2334,0.02058018
2335,0.02147081
2336,0.02129445
2337,0.03355037
2338,0.04149116
2339,0.03654425
2340,0.03918338
2341,0.04914682
2342,0.04082850
2343,0.01539515
2344,0.01123406
2345,0.04402155
2346,0.03396501
2347,0.01070633
2348,0.01931800
2349,0.03547411
2350,0.04500351
2351,0.04337870
2352,0.03433114
2353,0.02550044
2354,0.01113004
2355,0.00342717
2356,0.00312092
2357,0.00808589
2358,0.01679532
2359,0.02135330
2360,0.01904245
2361,0.01424108
2362,0.00706856
2363,0.00471913
2364,-0.00479853
2365,-0.00355146
2366,-0.00002403
2367,0.00015382
2368,-0.00489022
2369,-0.00693570
2370,0.00012052
2371,0.00015093
2372,-0.00040560
2373,-0.00400742
2374,-0.00744401
2375,-0.00857038
2376,-0.01204021
2377,-0.00652358
2378,-0.00009801
2379,0.00509499
2380,0.00473343
2381,0.00729382
2382,0.00993399
2383,0.01250725
2384,0.01617281
2385,0.02028309
2386,0.02477005
2387,0.02824127
2388,0.03077701
2389,0.03080577
2390,0.03165094
2391,0.03276177
2392,0.03198253
2393,0.02961121
2394,0.03108774
2395,0.03160496
2396,0.02996171
2397,0.02890868
2398,0.03116144
2399,0.03150027
2400,0.03264142
2401,0.03001301
2402,0.02653878
2403,0.02716341
2404,0.02143210
2405,0.01988871
2406,0.02019749
2407,0.01881927
2408,0.02064979
2409,0.02190756
2410,0.02115069
2411,0.02071261
2412,0.02083294
2413,0.02174195
2414,0.02461093
2415,0.02536667
2416,0.02440989
2417,0.02709483
2418,0.02476156
2419,0.02268220
2420,0.03041718
2421,0.03309181
2422,0.03181068
2423,0.02824713
2424,0.02411458
2425,0.02417737
2426,0.03075565
2427,0.03455076
2428,0.03095551
2429,0.02131758
2430,0.01048292
2431,0.00823754
2432,0.01513402
2433,0.02165074
2434,0.02188307
2435,0.02154760
2436,0.02623321
2437,0.03137338
2438,0.03358434
2439,0.02720492
2440,0.02623548
2441,0.02677995
2442,0.02807724
2443,0.02552790
2444,0.03301676
2445,0.03998112
2446,0.04266535
2447,0.05011308
2448,0.05416155
2449,0.05632171
2450,0.05771760
2451,0.05538959
2452,0.05070659
2453,0.04627594
2454,0.04346777
2455,0.03982798
2456,0.03785131
2457,0.03724720
2458,0.03505123
2459,0.03745810
2460,0.03537536
2461,0.03344818
2462,0.03486771
2463,0.04362972
2464,0.04781248
2465,0.07622386
2466,0.07739764
2467,0.03315116
2468,-0.00941030
2469,-0.00234395
2470,0.03017644
2471,0.03133332
2472,0.00968150
2473,-0.00402286
2474,-0.00725373
2475,-0.00231513
2476,-0.01486890
2477,-0.00998417
2478,-0.00566065
2479,-0.00727100
2480,0.00018915
2481,0.00191920
2482,0.00353065
2483,0.00624252
2484,0.00586908
2485,0.00502601
2486,-0.00052022
2487,-0.00587201
2488,-0.00974508
2489,-0.01377402
2490,-0.01253773
2491,-0.01109917
2492,-0.01010154
2493,-0.01013192
2494,-0.00771041
2495,-0.00610900
2496,-0.00606255
2497,-0.00755861
2498,-0.00320238
2499,-0.00242943
2500,-0.00204119
2501,-0.00211869
2502,0.01146648
2503,0.02108825
2504,0.01941778
2505,0.01823408
2506,0.01751241
2507,0.01697283
2508,0.01872001
2509,0.01913343
2510,0.01981740
2511,0.02067089
2512,0.02091957
2513,0.02097116
2514,0.02244054
2515,0.02266706
2516,0.02191898
2517,0.02266471
2518,0.01837215
2519,0.01395844
2520,0.01753485
2521,0.01959311
2522,0.02140085
2523,0.02421905
2524,0.02392067
2525,0.02349236
2526,0.02962749
2527,0.02956432
2528,0.03117231
2529,0.02963768
2530,0.02514786
2531,0.02294515
2532,0.02626200
2533,0.02570717
2534,0.01725353
2535,0.00362195
2536,-0.00572933
2537,-0.00275331
2538,0.01015112
2539,0.01566474
2540,0.01514599
2541,0.02117299
2542,0.03328354
2543,0.04201925
2544,0.03605736
2545,0.02808526
2546,0.01490035
2547,0.01295395
2548,0.01169172
2549,0.01226793
2550,0.01400260
2551,0.01578939
2552,0.01421246
2553,0.00963481
2554,0.00734825
2555,0.00329148
2556,-0.00140989
2557,-0.00338175
2558,-0.00187083
2559,-0.00074839
2560,0.00104782
2561,0.00468970
2562,0.00640956
2563,0.01368792
2564,0.01278483
2565,0.02268059
2566,0.03184465
2567,0.03581252
2568,0.03494176
2569,0.03614405
2570,0.03905438
2571,0.03682179
2572,0.03749529
2573,0.03878804
2574,0.03697430
2575,0.03754053
2576,0.03873638
2577,0.04051159
2578,0.04084960
2579,0.04516137
2580,0.04776841
2581,0.04954183
2582,0.05111896
2583,0.04975394
2584,0.04811242
2585,0.04389066
2586,0.04251490
2587,0.04578381
2588,0.04852958
2589,0.04597556
2590,0.04307875
2591,0.04121176
2592,0.04082138
2593,0.04087015
2594,0.04157408
2595,0.04379901
2596,0.04207001
2597,0.04114385
2598,0.04363451
2599,0.04224496
2600,0.03637568
2601,0.03237075
2602,0.02575775
2603,0.02614856
2604,0.01822158
2605,0.01333333
2606,0.00795385
2607,0.00268465
2608,-0.00154663
2609,-0.00631872
2610,-0.00909135
2611,-0.00859131
2612,-0.00748139
2613,-0.00611381
2614,-0.00293797
2615,-0.00369012
2616,-0.00559738
2617,-0.00551578
2618,-0.00835521
2619,-0.01062826
2620,-0.00497876
2621,0.00084700
2622,0.00625759
2623,0.01446415
2624,0.02035623
2625,0.02356687
2626,0.02779422
2627,0.03107660
2628,0.03331311
2629,0.03350475
2630,0.02797720
2631,0.02527890
2632,0.02437945
2633,0.02503318
2634,0.02706840
2635,0.02921255
2636,0.03415570
2637,0.03639640
2638,0.03813692
2639,0.03812611
2640,0.02862237
2641,0.03367848
2642,0.02363688
2643,-0.00523284
2644,0.04278131
2645,0.05911057
2646,0.01925755
2647,0.00837789
2648,0.01911830
2649,0.02362290
2650,0.02284581
2651,0.00928218
2652,-0.00112308
2653,0.01221614
2654,0.01108182
2655,0.01286688
2656,0.01690828
2657,0.01709573
2658,0.01454702
2659,0.00959417
2660,0.00339157
2661,0.00047602
2662,-0.00395874
2663,-0.00595580
2664,-0.01279881
2665,-0.00916096
2666,-0.00323139
2667,-0.00103526
2668,-0.00302943
2669,-0.00279660
2670,0.00472348
2671,0.00649029
2672,0.00687412
2673,0.00487299
2674,0.00391343
2675,0.00595740
2676,0.00879322
2677,0.02042631
2678,0.02753040
2679,0.02909838
2680,0.02813491
2681,0.02854852
2682,0.02992769
2683,0.03204418
2684,0.03318892
2685,0.03534723
2686,0.03696448
2687,0.03837442
2688,0.03878462
2689,0.03770703
2690,0.03735877
2691,0.03851035
2692,0.03981436
2693,0.04103578
2694,0.04668776
2695,0.05071909
2696,0.05222429
2697,0.05280497
2698,0.05347621
2699,0.05113268
2700,0.04624296
2701,0.03807427
2702,0.02483927
2703,0.02058219
2704,0.01388328
2705,0.01878222
2706,0.02303926
2707,0.02509874
2708,0.02461247
2709,0.02148317
2710,0.01870131
2711,0.01577754
2712,0.01500115
2713,0.01504047
2714,0.01508566
2715,0.01336688
2716,0.00857172
2717,0.00663302
2718,0.00484952
2719,0.00214398
2720,0.00292446
2721,0.00273031
2722,0.00121258
2723,-0.00144613
2724,-0.00474914
2725,-0.00426402
2726,-0.00277755
2727,0.01040101
2728,0.01801144
2729,0.02319791
2730,0.02242513
2731,0.02142070
2732,0.02176829
2733,0.01910461
2734,0.01866066
2735,0.02403251
2736,0.02692044
2737,0.03358892
2738,0.04496082
2739,0.03843194
2740,0.03283792
2741,0.03446526
2742,0.04182894
2743,0.06118996
2744,0.07938550
2745,0.05791116
2746,0.01315423
2747,0.00591315
2748,0.01400826
2749,0.03224688
2750,0.01741913
2751,-0.00131806
2752,-0.01315700
2753,-0.01198615
2754,0.00462618
2755,0.01219658
2756,0.01535427
2757,0.01550359
2758,0.00219497
2759,-0.01751668
2760,-0.01175363
2761,0.00664948
2762,0.00955461
2763,0.00441792
2764,-0.00510878
2765,-0.00354779
2766,-0.00335330
2767,-0.00635035
2768,-0.01009349
2769,-0.00979910
2770,-0.00372257
2771,-0.00463232
2772,-0.00466439
2773,-0.00634121
2774,-0.00721104
2775,-0.00544512
2776,-0.00813304
2777,0.00414738
2778,0.01171108
2779,0.01595920
2780,0.01513216
2781,0.01534934
2782,0.01843373
2783,0.02086018
2784,0.02388535
2785,0.03057001
2786,0.03507240
2787,0.03807307
2788,0.03898268
2789,0.03698163
2790,0.03547615
2791,0.03437622
2792,0.03238161
2793,0.02906703
2794,0.03081353
2795,0.03374381
2796,0.03658783
2797,0.04103798
2798,0.04814227
2799,0.04767902
2800,0.04511920
2801,0.04282339
2802,0.03174344
2803,0.03129733
2804,0.01908051
2805,0.01392638
2806,0.00972706
2807,0.01007544
2808,0.02213649
2809,0.02471000
2810,0.02671852
2811,0.02969364
2812,0.03019437
2813,0.02831765
2814,0.02706595
2815,0.02797591
2816,0.02446870
2817,0.02210927
2818,0.02057054
2819,0.01868318
2820,0.01820479
2821,0.01352840
2822,0.00865854
2823,0.00441598
2824,0.00020274
2825,-0.00206335
2826,-0.00286058
2827,0.00698504
2828,0.01014167
2829,0.01475283
2830,0.01465317
2831,0.01326286
2832,0.01383047
2833,0.01279967
2834,0.01227995
2835,0.02154323
2836,0.02741484
2837,0.03554477
2838,0.04788248
2839,0.04637734
2840,0.04509601
2841,0.04355918
2842,0.04205981
2843,0.03670257
2844,0.03703060
2845,0.03362574
2846,0.02790498
2847,0.03488206
2848,0.04338149
2849,0.05416662
2850,0.07512891
2851,0.05266312
2852,0.01077138
2853,-0.01426966
2854,-0.02276276
2855,-0.00244433
2856,0.01646291
2857,0.02510321
2858,0.02167353
2859,0.00718352
2860,0.00130463
2861,0.00593906
2862,0.00286234
2863,-0.01530051
2864,-0.02553361
2865,0.00856779
2866,0.01314597
2867,-0.00462333
2868,-0.00512399
2869,-0.00222794
2870,0.00510701
2871,0.00513910
2872,-0.00161812
2873,-0.01083269
2874,-0.01697901
2875,-0.01817442
2876,-0.02538991
2877,-0.01425321
2878,-0.00435625
2879,-0.00420452
2880,-0.00628428
2881,-0.00346462
2882,-0.00002195
2883,0.00271113
2884,0.00824956
2885,0.01491001
2886,0.02173288
2887,0.02710522
2888,0.02912155
2889,0.02716069
2890,0.02611482
2891,0.02528293
2892,0.02326981
2893,0.01931432
2894,0.02083704
2895,0.02357427
2896,0.02432806
2897,0.02434824
2898,0.02765619
2899,0.02913206
2900,0.03264826
2901,0.03090241
2902,0.02693760
2903,0.02597364
2904,0.01632399
2905,0.01817562
2906,0.01778372
2907,0.01697218
2908,0.01901586
2909,0.02083671
2910,0.02359785
2911,0.02077992
2912,0.02055427
2913,0.02448720
2914,0.03051535
2915,0.03473775
2916,0.03681680
2917,0.02788742
2918,0.02155468
2919,0.02029316
2920,0.00604831
2921,0.00611409
2922,-0.00804634
2923,-0.00640114
2924,-0.01489002
2925,-0.02252800
2926,-0.01819598
2927,-0.00644213
2928,0.00467589
2929,0.01634847
2930,0.01352120
2931,0.00073063
2932,-0.01356148
2933,-0.01798682
2934,-0.00539784
2935,-0.00186904
2936,-0.00248001
2937,-0.00335485
2938,0.00069913
2939,-0.00344916
2940,-0.00888319
2941,-0.01467167
2942,-0.01712779
2943,-0.02372953
2944,-0.02094971
2945,-0.01439799
2946,-0.01514781
2947,-0.01275382
2948,-0.01290103
2949,-0.00614990
2950,0.00099073
2951,0.01254563
2952,0.02850362
2953,0.03950670
2954,0.04336828
2955,0.04396128
2956,0.04113130
2957,0.03618040
2958,0.03223352
2959,0.03200701
2960,0.02914391
2961,0.02693316
2962,0.02714005
2963,0.03135299
2964,0.02476388
2965,0.02874497
2966,0.03404617
2967,0.03458302
2968,0.02998844
2969,0.02326919
2970,0.02690342
2971,0.02544123
2972,0.03148374
2973,0.04061191
2974,0.05040725
2975,0.06488499
2976,0.06047938
2977,0.02142834
2978,-0.01805328
2979,-0.04000388
2980,-0.02795401
2981,0.00184895
2982,0.01269960
2983,0.01357680
2984,0.00995674
2985,0.00698757
2986,-0.00728091
2987,-0.02157247
2988,-0.02565102
2989,-0.00967726
2990,0.01133072
2991,0.01239580
2992,0.00361316
2993,-0.00036246
2994,0.00042201
2995,-0.00198343
2996,-0.00418649
2997,-0.00957135
2998,-0.01554633
2999,-0.01915555
3000,0.00435668
3001,0.02499757
3002,0.03508747
3003,0.00303012
3004,-0.00783877
3005,0.00431828
3006,0.00175909
3007,-0.01652205
3008,-0.03001053
3009,-0.03916578
3010,-0.04525957
3011,-0.04739681
3012,-0.04165165
3013,-0.03438464
3014,-0.03345070
3015,-0.03205174
3016,-0.03105468
3017,-0.02286674
3018,-0.01757308
3019,-0.01145838
3020,-0.00377666
3021,0.00115445
3022,0.00635275
3023,0.00895792
3024,0.00987525
3025,0.01125475
3026,0.00357182
3027,0.00319079
3028,0.00414354
3029,0.00498222
3030,-0.00313683
3031,-0.00361239
3032,-0.00405741
3033,-0.00439768
3034,-0.00454139
3035,-0.00458235
3036,-0.00430116
3037,0.00029074
3038,0.00935447
3039,0.01060233
3040,0.01229849
3041,0.01450996
3042,0.01561389
3043,0.01529127
3044,0.01522001
3045,0.01665492
3046,0.01307767
3047,0.01894413
3048,0.01857772
3049,0.01842211
3050,0.01824723
3051,0.02029264
3052,0.02287303
3053,0.02045867
3054,0.02276064
3055,0.02822038
3056,0.02970427
3057,0.02961699
3058,0.02922797
3059,0.02925049
3060,0.02807394
3061,0.02764782
3062,0.02600075
3063,0.02832380
3064,0.02052835
3065,0.02428162
3066,0.02791994
3067,0.03129033
3068,0.03109855
3069,0.02719641
3070,0.02754028
3071,0.02404616
3072,0.02602384
3073,0.02802334
3074,0.02704751
3075,0.02588358
3076,0.03586169
3077,0.03819677
3078,0.03867110
3079,0.04241363
3080,0.04099932
3081,0.04156159
3082,0.03847036
3083,0.03817242
3084,0.03688294
3085,0.03746354
3086,0.03782076
3087,0.03751367
3088,0.03756995
3089,0.03348812
3090,0.03182648
3091,0.03223855
3092,0.03102010
3093,0.02830473
3094,0.02754917
3095,0.02859889
3096,0.03047807
3097,0.03149027
3098,0.03623075
3099,0.03743527
3100,0.03907659
3101,0.03915612
3102,0.04112013
3103,0.04394450
3104,0.03737101
3105,0.03879079
3106,0.03884488
3107,0.03722760
3108,0.03761797
3109,0.03415309
3110,0.03299990
3111,0.03186012
3112,0.03079410
3113,0.03209750
3114,0.03473623
3115,0.03430982
3116,0.03176641
3117,0.03095262
3118,0.02744152
3119,0.02559984
3120,0.03069188
3121,0.03220661
3122,0.03407138
3123,0.03459904
3124,0.03421510
3125,0.03470106
3126,0.03409005
3127,0.03634775
3128,0.03472778
3129,0.03838523
3130,0.03343288
3131,0.03102457
3132,0.02960788
3133,0.02746094
3134,0.02671590
3135,0.02672603
3136,0.02604395
3137,0.02877643
3138,0.03709655
3139,0.03222923
3140,0.03017002
3141,0.03000002
3142,0.02860985
3143,0.02476309
3144,0.02673966
3145,0.02621603
3146,0.02383712
3147,0.03364275
3148,0.03583731
3149,0.03701949
3150,0.03845380
3151,0.03717559
3152,0.03815538
3153,0.03812820
3154,0.03693645
3155,0.03609886
3156,0.03497297
3157,0.03285103
